SerialNo,Substation_x,datetime,V_MIN,V_MIN_Filtered,V_MAX,V_MAX_Filtered,I_GEN_MIN,I_GEN_MIN_Filtered,I_GEN_MAX,I_GEN_MAX_Filtered,I_IMPORT_MIN,I_IMPORT_MIN_Filtered,I_IMPORT_MAX,I_IMPORT_MAX_Filtered,P_GEN_MIN,P_GEN_MAX,P_IMPORT_MIN,P_IMPORT_MAX,Q_GEN_MIN,Q_GEN_MAX,Q_IMPORT_MIN,Q_IMPORT_MAX,S_GEN_MIN,S_GEN_MAX,S_IMPORT_MIN,S_IMPORT_MAX,thdV_MIN,thdV_MIN_Filtered,thdV_MAX,thdV_MAX_Filtered,thdI_GEN_MIN,thdI_GEN_MAX,thdI_IMPORT_MIN,thdI_IMPORT_MAX,f_min,f_max,V_MAX_Rise_vs_VA_MIN_Filtered,V_MAX_Rise_vs_VA_MAX_Filtered,V_MAX_Rise_vs_VB_MIN_Filtered,V_MAX_Rise_vs_VB_MAX_Filtered,V_MAX_Rise_vs_VC_MIN_Filtered,V_MAX_Rise_vs_VC_MAX_Filtered,Site,Month,Hour,TempOut,HiTemp,LowTemp,OutHum,DewPt,WindSpeed,WindRun,HiSpeed,WindChill,HeatIndex,THWIndex,Bar,Rain,RainRate,SolarRad,SolarEnergy,HiSolarRad,HeatD-D,InTemp,InHum,InDew,InHeat,InEMC,InAirDensity,ET,Year,Day_of_Year,Week_of_Year,Voltage_Drop,Current_Drop,Power_Drop,Power_to_Solar_Ratio,Apparent_Power_Ratio,Temperature_Difference,Humidity_Variation,Dew_Point_Difference,Wind_Speed_Variability,Rainfall_Accumulation,THD_Variation,THD_I_Gen_Variation,Cumulative_Power_Generation,days_since_install,time_degradation,temp_stress,humidity_stress,solar_exposure,voltage_drop_stress,current_drop_stress,thd_stress,environmental_stress,operational_stress,daily_degradation,degradation
3067E69020456129,Forest Road,06-12-2013 01:00,0.76348785,0.76348785,0.73441424,0.73441424,0.029326513,0.029326513,0.024770642,0.024770642,0.033547592,0.033547592,0.006576553,0.006576553,0.009446254,0.008516887,0.686395397,0.23551058,0.619512195,0.54,0.517774343,0.190761334,0.423764831,0.437800901,0.032967033,0.006999391,0.795720985,0.795720985,0.778299872,0.778299872,0.014867636,0.022422073,0.111111111,0.032199803,0.995209581,0.992281431,0.580270222,0.765503051,0.567248987,0.797204877,0.660497367,0.916086596,Maple Drive East,6,1,0.141955836,0.141065831,0.168195719,0.765625,0.128440367,0.066666667,0.066666667,0.060606061,0.141955836,0.140186916,0.140186916,0.829424307,0,0,0,0,0,0.761904762,0.119331742,0.510638298,0.130769231,0.096311475,0.527876631,0.869230769,0,2013,163,24,-0.039587481,-0.183922201,-0.109120504,,,-0.027129888,0.254986702,-0.002328864,-0.006060606,0,-0.017421113,0.007554437,0.207342145,0,0,0,0,0,-0.039587481,-0.183922201,0.800721945,0,0.000115442,0.000115442,0.001428362
3067E69020456129,Forest Road,06-12-2013 02:00,0.767980396,0.767980396,0.784641142,0.784641142,0.030690537,0.030690537,0.024770642,0.024770642,0.035132517,0.035132517,0.006843497,0.006843497,0.009446254,0.008516887,0.686600904,0.235587243,0.624390244,0.54,0.514683153,0.187339607,0.422879405,0.437645597,0.035448423,0.007506594,0.763774912,0.763774912,0.734301581,0.734301581,0.014529851,0.024102785,0.106582604,0.032579542,0.996806387,0.993765771,0.791787126,0.77557826,0.823490298,0.840544157,0.82586935,0.871064564,Maple Drive East,6,2,0.135646688,0.131661442,0.155963303,0.765625,0.119266055,0.066666667,0.066666667,0.03030303,0.135646688,0.133956386,0.133956386,0.840085288,0,0,0,0,0,0.77443609,0.105011933,0.531914894,0.119230769,0.086065574,0.551601423,0.884615385,0,2013,163,24,0.021233587,-0.238988356,-0.109120504,,,-0.024301861,0.233710106,3.53E-05,-0.036363637,0,-0.029473331,0.009572934,0.215859032,0,0,0,0,0,0.021233587,-0.238988356,0.758404366,0,0.00010813,0.00010813,0.001536492
3067E69020456129,Forest Road,06-12-2013 03:00,0.786767409,0.786767409,0.738511698,0.738511698,0.030520034,0.030520034,0.025,0.025,0.032402923,0.032402923,0.006358143,0.006358143,0.009446254,0.008516887,0.686600904,0.23551058,0.619512195,0.54,0.516228748,0.189905902,0.423233575,0.437645597,0.032612549,0.00679651,0.754689332,0.754689332,0.711661683,0.711661683,0.014765492,0.024590986,0.107035988,0.032961362,0.996007984,0.994062639,0.577202195,0.785298709,0.596808318,0.842402617,0.638287889,0.902548055,Maple Drive East,6,3,0.116719243,0.122257053,0.143730887,0.796875,0.110091743,0,0,0,0.116719243,0.115264798,0.115264798,0.850746269,0,0,0,0,0,0.804511278,0.093078759,0.531914894,0.103846154,0.077868852,0.555160142,0.9,0,2013,163,24,-0.065341837,-0.22080136,-0.109120504,,,-0.021473834,0.264960106,0.006245589,0,0,-0.043027649,0.009825494,0.224375919,0,0,0,0,0,-0.065341837,-0.22080136,0.736252669,0,9.00E-05,9.00E-05,0.001626514
3067E69020456129,Forest Road,06-12-2013 04:00,0.831692873,0.831692873,0.795347403,0.795347403,0.029752771,0.029752771,0.027599388,0.027599388,0.036629392,0.036629392,0.008056884,0.008056884,0.009446254,0.008516887,0.686600904,0.23551058,0.624390244,0.55,0.514683153,0.18905047,0.423233575,0.436247865,0.036866359,0.00882532,0.788393904,0.788393904,0.725758223,0.725758223,0.014282073,0.023584642,0.108390806,0.032944716,0.996007984,0.994359507,0.588530297,0.786150135,0.61312942,0.816978888,0.645273969,0.913596015,Maple Drive East,6,4,0.078864353,0.097178683,0.107033639,0.84375,0.073394495,0,0,0,0.078864353,0.080996885,0.080996885,0.852878465,0,0,0,0,0,0.86716792,0.069212411,0.531914894,0.065384615,0.057377049,0.557532622,0.930769231,0,2013,163,24,-0.045697603,-0.078022853,-0.109120504,,,-0.009854956,0.311835106,0.00800988,0,0,-0.062635681,0.009302569,0.232892806,0,0,0,0,0,-0.045697603,-0.078022853,0.749342865,0,0.000125124,0.000125124,0.001751638
3067E69020456129,Forest Road,06-12-2013 05:00,0.745762712,0.745762712,0.748028374,0.748028374,0.028644501,0.028644501,0.024541284,0.024541284,0.033107335,0.033107335,0.006382411,0.006382411,0.009446254,0.008516887,0.686600904,0.235433916,0.619512195,0.54,0.516228748,0.191616766,0.423764831,0.437956204,0.033321517,0.00679651,0.783411489,0.783411489,0.736864588,0.736864588,0.015215536,0.024997168,0.117874535,0.035260605,0.996007984,0.993468903,0.6444038,0.801121044,0.662274074,0.838834374,0.720608936,0.939459736,Maple Drive East,6,5,0.050473186,0.062695925,0.079510703,0.84375,0.036697248,0,0,0,0.050473186,0.049844237,0.049844237,0.852878465,0,0,0,0,0,0.914786967,0.047732697,0.553191489,0.05,0.040983607,0.569395018,0.946153846,0,2013,163,24,0.003028845,-0.167196509,-0.109120504,,,-0.016814778,0.290558511,-0.013302752,0,0,-0.046546901,0.009781632,0.241409693,0,0,0,0,0,0.003028845,-0.167196509,0.761861756,0,0.000119539,0.000119539,0.001871177
3067E69020456129,Forest Road,06-12-2013 07:00,0.720032673,0.720032673,0.697493061,0.697493061,0.029752771,0.029752771,0.02675841,0.02675841,0.0340759,0.0340759,0.006722159,0.006722159,0.009446254,0.008516887,0.686600904,0.235357252,0.614634146,0.535,0.519319938,0.191616766,0.423587746,0.437024383,0.033676001,0.007100832,0.615474795,0.615474795,0.582656984,0.582656984,0.013146344,0.022881633,0.105793182,0.032486948,0.996007984,0.992875167,0.614903534,0.731942671,0.654294868,0.806497175,0.690214275,0.800817421,Maple Drive East,6,7,0.03785489,0.034482759,0.048929664,0.890625,0.036697248,0,0,0,0.03785489,0.037383178,0.037383178,0.867803838,0,0,0,0,0,0.937343358,0.026252983,0.595744681,0.038461538,0.022540984,0.604982206,0.969230769,0,2013,163,24,-0.032315177,-0.111903547,-0.109120504,,,-0.014446905,0.294880319,-0.00176429,0,0,-0.032817811,0.009735289,0.24992658,0,0,0,0,0,-0.032315177,-0.111903547,0.605538617,0,9.23E-05,9.23E-05,0.001963441
3067E69020456129,Forest Road,06-12-2013 08:00,0.745803553,0.745803553,0.722430277,0.722430277,0.029582268,0.029582268,0.024541284,0.024541284,0.033987849,0.033987849,0.006333875,0.006333875,0.009446254,0.008516887,0.686395397,0.235433916,0.619512195,0.54,0.517774343,0.189905902,0.423764831,0.438111508,0.034030486,0.00669507,0.529308324,0.529308324,0.467321657,0.467321657,0.012258392,0.020366424,0.097114877,0.031250975,0.996007984,0.994359507,0.607469467,0.736199801,0.596082935,0.774606007,0.636358897,0.811609937,Maple Drive East,6,8,0.03785489,0.034482759,0.06116208,0.890625,0.036697248,0,0,0,0.03785489,0.037383178,0.037383178,0.874200426,0,0,0.001001001,0.000931099,0.003912363,0.934837093,0.026252983,0.595744681,0.038461538,0.022540984,0.604982206,0.976923077,0,2013,163,24,-0.032353677,-0.205408323,-0.109120504,8.508370122,437.6733969,-0.026679321,0.294880319,-0.00176429,0,0,-0.061986667,0.008108032,0.258443467,0,0,0,0,3.92E-06,-0.032353677,-0.205408323,0.487688081,3.92E-10,5.00E-05,5.00E-05,0.002013427
3067E69020456129,Forest Road,06-12-2013 09:00,0.724770268,0.724770268,0.724412918,0.724412918,0.029923274,0.029923274,0.049235474,0.049235474,0.034516157,0.034516157,0.131919334,0.131919334,0.054397394,0.008516887,0.669543773,0.337166513,0.970731707,0.535,0.394126739,0.181351583,0.423410661,0.425687219,0.033676001,0.134814364,0.545720985,0.545720985,0.411362666,0.411362666,0.011796212,0.041874586,0.01770865,0.050744601,0.995808383,0.991984563,0.604342439,0.749538811,0.559632473,0.759961344,0.623637975,0.822594035,Maple Drive East,6,9,0.047318612,0.043887147,0.064220183,0.90625,0.059633028,0,0,0.03030303,0.047318612,0.046728972,0.046728972,0.882729211,0,0,0.026026026,0.026070764,0.028951487,0.919799499,0.038186158,0.595744681,0.057692308,0.032786885,0.604982206,0.961538462,0,2013,163,24,-0.000493296,0.392241578,-5.387004313,0.327245005,16.35621278,-0.020333036,0.310505319,0.00194072,0.03030303,0,-0.134358319,0.030078374,0.266960354,0,0,0,0,0.000753492,-0.000493296,0.392241578,0.453237252,7.53E-08,0.000168997,0.000169072,0.002182499
3067E69020456129,Forest Road,06-12-2013 10:00,0.779620176,0.779620176,0.730404899,0.730404899,0.056521739,0.056521739,0.062232416,0.062232416,0.056000704,0.056000704,0.013638459,0.013638459,0.083387622,0.044346549,0.651253596,0.228227538,0.956097561,0.865,0.395672334,0.124893071,0.409775102,0.41931977,0.055299539,0.014201664,0.557151231,0.557151231,0.482272533,0.482272533,0.020916431,0.034177942,0.218643155,0.049655322,0.996207585,0.991984563,0.536786831,0.762735916,0.558725745,0.790663098,0.564673375,0.850756753,Maple Drive East,6,10,0.148264984,0.144200627,0.134556575,0.796875,0.155963303,0,0,0.03030303,0.148264984,0.146417445,0.146417445,0.897654584,0,0,0.1001001,0.10009311,0.123630673,0.751879699,0.15274463,0.574468085,0.215384615,0.12295082,0.581257414,0.861538462,0,2013,163,24,-0.067380814,0.091763704,-0.880363272,0.443022025,4.189004506,0.009644052,0.222406915,-0.059421312,0.03030303,0,-0.074878698,0.013261511,0.311306903,0,0,0,0,0.012375443,-0.067380814,0.091763704,0.516450475,1.24E-06,0.000108167,0.000109404,0.002291903
3067E69020456129,Forest Road,06-12-2013 11:00,0.787584235,0.787584235,0.776930872,0.776930872,0.068371697,0.068371697,0.104816514,0.104816514,0.057233424,0.057233424,0.02108865,0.02108865,0.141693811,0.063729809,0.612412659,0.220101196,0.946341463,0.835,0.403400309,0.178785287,0.403931291,0.397732567,0.05707196,0.021911138,0.58059789,0.58059789,0.504058095,0.504058095,0.01365808,0.029210013,0.076643251,0.04520457,0.995409182,0.990797091,0.586465278,0.788207748,0.563138488,0.798245614,0.609092331,0.88498627,Maple Drive East,6,11,0.201892744,0.197492163,0.195718654,0.71875,0.188073394,0.066666667,0.066666667,0.090909091,0.201892744,0.196261682,0.196261682,0.895522388,0,0,0.077077077,0.077048417,0.08685446,0.664160401,0.1575179,0.531914894,0.196153846,0.125,0.533807829,0.853846154,0.047619048,2013,163,24,-0.013712112,0.347701098,-1.223352199,0.826832198,5.16019266,0.001773509,0.186835106,-0.008080452,0.024242424,0,-0.076539795,0.015551933,0.375036712,0,0,0,0,0.006694488,-0.013712112,0.347701098,0.533268108,6.69E-07,0.000173451,0.000174121,0.002466024
3067E69020456129,Forest Road,06-12-2013 12:00,0.783418419,0.783418419,0.765299379,0.765299379,0.059676044,0.059676044,0.109556575,0.109556575,0.032931232,0.032931232,0.250273012,0.250273012,0.145928339,0.045814978,0.603370325,0.435065931,0.956097561,0.83,0.480680062,0.251497006,0.408181335,0.39571362,0.032967033,0.255427064,0.616060961,0.616060961,0.544639043,0.544639043,0.013229274,0.03344499,0.014481622,0.069710753,0.995808383,0.993765771,0.539205853,0.782389669,0.543130025,0.810734463,0.566915176,0.851459225,Maple Drive East,6,12,0.255520505,0.250783699,0.259938838,0.609375,0.206422018,0.066666667,0.066666667,0.151515152,0.255520505,0.249221184,0.249221184,0.891257996,0,0,0.07007007,0.070065177,0.060250391,0.573934837,0.171837709,0.510638298,0.203846154,0.135245902,0.521945433,0.838461538,0.079365079,2013,163,24,-0.023675754,0.455294728,-2.185166628,0.653845187,5.647398668,-0.009155139,0.098736702,0.002575864,0.084848485,0,-0.071421918,0.020215716,0.42085169,0,0,0,0,0.004221749,-0.023675754,0.455294728,0.578084033,4.22E-07,0.000201941,0.000202363,0.002668387
